"GEOGRAPHY_CODE","0","2"
"E01000001",1465,124
"E01000002",1436,116
"E01000003",1346,76
"E01000005",985,52
"E01000006",1703,77
"E01000007",1391,35
"E01000008",1544,51
"E01000009",1773,104
"E01000010",2840,86
"E01000011",1634,85
"E01000012",1901,63
"E01000013",1660,80
"E01000014",1656,82
"E01000015",2241,74
"E01000016",1637,78
"E01000017",1594,88
"E01000018",1597,73
"E01000019",1407,67
"E01000020",1834,85
"E01000021",1579,80
"E01000022",1314,52
"E01000023",1112,57
"E01000024",1336,59
"E01000025",1609,92
"E01000027",1709,91
"E01000028",1549,71
"E01000029",1602,80
"E01000030",1915,83
"E01000031",1617,93
"E01000032",1629,111
"E01000033",1361,68
"E01000034",1444,69
"E01000035",1610,85
"E01000036",1353,67
"E01000037",1688,107
"E01000038",1447,90
"E01000039",1603,77
"E01000040",1569,80
"E01000041",1682,85
"E01000042",1788,76
"E01000043",1358,68
"E01000044",1798,81
"E01000045",1650,75
"E01000046",1779,71
"E01000048",1783,47
"E01000049",1820,67
"E01000050",1661,65
"E01000051",1927,73
"E01000052",2014,82
"E01000053",1485,45
"E01000054",1718,77
"E01000055",1553,78
"E01000056",1584,55
"E01000057",1496,71
"E01000058",1849,72
"E01000059",1582,74
"E01000060",1809,88
"E01000061",1776,55
"E01000062",1952,99
"E01000063",1620,65
"E01000064",1893,87
"E01000065",1736,76
"E01000066",1928,116
"E01000067",1969,114
"E01000068",1590,82
"E01000069",1763,127
"E01000070",1975,119
"E01000071",2253,129
"E01000072",1991,84
"E01000073",1619,92
"E01000074",1567,79
"E01000075",1732,98
"E01000076",1988,83
"E01000077",1445,92
"E01000078",1666,64
"E01000079",1546,75
"E01000080",1556,70
"E01000081",1688,76
"E01000082",1683,79
"E01000083",1700,72
"E01000084",1355,53
"E01000085",1718,73
"E01000086",1431,53
"E01000087",1341,69
"E01000088",1828,72
"E01000089",1666,84
"E01000090",1584,65
"E01000091",1714,64
"E01000092",2674,87
"E01000093",1547,67
"E01000094",1326,40
"E01000095",1572,69
"E01000096",1895,69
"E01000097",1683,94
"E01000098",1746,96
"E01000099",1732,109
"E01000100",1653,72
"E01000101",1513,64
