"GEOGRAPHY_CODE","0","1"
"E01000001",926,167
"E01000002",910,171
"E01000003",764,89
"E01000005",476,49
"E01000006",781,60
"E01000007",607,53
"E01000008",545,30
"E01000009",769,62
"E01000010",1327,97
"E01000011",691,55
"E01000012",769,59
"E01000013",669,37
"E01000014",696,45
"E01000015",885,45
"E01000016",678,39
"E01000017",642,40
"E01000018",644,32
"E01000019",558,41
"E01000020",712,48
"E01000021",614,46
"E01000022",532,27
"E01000023",521,45
"E01000024",534,23
"E01000025",678,39
"E01000027",634,46
"E01000028",535,25
"E01000029",636,52
"E01000030",665,39
"E01000031",728,62
"E01000032",718,68
"E01000033",512,18
"E01000034",559,39
"E01000035",684,52
"E01000036",643,43
"E01000037",890,70
"E01000038",650,35
"E01000039",748,70
"E01000040",637,38
"E01000041",683,42
"E01000042",610,40
"E01000043",519,35
"E01000044",769,48
"E01000045",664,59
"E01000046",738,43
"E01000048",520,26
"E01000049",572,30
"E01000050",570,35
"E01000051",581,36
"E01000052",858,53
"E01000053",617,45
"E01000054",694,26
"E01000055",664,38
"E01000056",609,52
"E01000057",595,35
"E01000058",796,41
"E01000059",621,36
"E01000060",685,39
"E01000061",591,22
"E01000062",770,52
"E01000063",661,38
"E01000064",754,47
"E01000065",661,36
"E01000066",802,60
"E01000067",824,77
"E01000068",739,57
"E01000069",798,87
"E01000070",843,98
"E01000071",973,91
"E01000072",725,29
"E01000073",652,40
"E01000074",641,33
"E01000075",678,45
"E01000076",740,44
"E01000077",608,31
"E01000078",611,40
"E01000079",575,38
"E01000080",612,33
"E01000081",701,44
"E01000082",670,46
"E01000083",671,44
"E01000084",561,23
"E01000085",630,31
"E01000086",602,41
"E01000087",559,37
"E01000088",753,57
"E01000089",722,43
"E01000090",664,39
"E01000091",585,35
"E01000092",1056,81
"E01000093",576,38
"E01000094",626,47
"E01000095",671,46
"E01000096",619,21
"E01000097",642,55
"E01000098",679,47
"E01000099",726,54
"E01000100",640,40
"E01000101",646,48
"E01000102",616,52
"E01000103",670,33
"E01000104",678,54
"E01000105",784,50
"E01000106",751,54
"E01000107",693,50
"E01000108",746,48
"E01000109",740,49
"E01000110",671,62
"E01000111",757,61
"E01000112",876,67
"E01000113",770,70
"E01000114",895,69
"E01000115",704,117
"E01000116",866,94
"E01000117",879,119
"E01000118",959,112
"E01000119",794,115
"E01000120",695,109
"E01000121",543,45
"E01000122",746,102
"E01000123",900,96
"E01000124",785,85
"E01000125",1170,84
"E01000126",875,73
"E01000127",667,44
"E01000128",810,56
"E01000129",723,58
"E01000130",724,48
"E01000131",836,74
"E01000132",631,39
"E01000133",648,53
"E01000134",744,42
"E01000135",713,147
"E01000136",704,156
"E01000137",682,76
"E01000138",664,95
"E01000139",742,129
"E01000140",842,104
"E01000141",1142,89
"E01000142",1213,136
"E01000143",591,59
"E01000144",839,138
"E01000145",625,101
"E01000146",942,138
"E01000147",848,83
"E01000148",803,66
"E01000150",1020,101
"E01000151",587,30
"E01000152",607,32
"E01000153",578,43
"E01000154",553,35
"E01000155",1018,111
"E01000156",1003,136
"E01000157",838,88
"E01000158",723,80
"E01000159",798,107
"E01000160",1209,211
"E01000161",993,101
"E01000162",741,98
"E01000163",750,61
"E01000164",782,67
"E01000165",1005,105
"E01000166",731,101
"E01000167",627,49
"E01000168",728,112
"E01000169",812,118
"E01000170",776,106
"E01000171",969,96
"E01000172",753,92
"E01000173",851,86
"E01000174",822,96
"E01000175",777,91
"E01000176",706,71
"E01000177",995,118
"E01000178",904,119
"E01000179",1029,143
"E01000180",809,109
"E01000181",1007,129
"E01000182",982,131
"E01000183",745,126
"E01000184",608,54
"E01000185",618,65
"E01000186",759,134
"E01000187",705,86
"E01000188",813,147
"E01000189",679,39
"E01000190",715,123
"E01000191",710,113
"E01000192",861,131
"E01000193",812,130
"E01000194",819,97
"E01000195",734,69
"E01000196",1030,130
"E01000197",1032,122
"E01000198",906,145
"E01000199",747,141
"E01000200",847,148
"E01000201",727,212
"E01000202",890,155
"E01000203",753,117
"E01000204",911,156
"E01000205",756,159
"E01000206",685,217
"E01000207",735,165
"E01000208",808,172
"E01000209",706,126
